"filename", "language", "XML", "Database", "C#", "JSON", "Properties", "Markdown", "JavaScript", "HTML", "TypeScript", "SCSS", "CSS", "comment", "blank", "total"
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/PopUp/SeeListDialog/SeeListDialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 4, 0, 81
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/PopUp/SeeListDialog/SeeListDialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/PopUp/SeeListDialog/SeeListDialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 7, 22
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/TitleComponent/TitleComponent.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/TitleComponent/TitleComponent.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/TitleComponent/TitleComponent.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 6, 19
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/Widget/Widget.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 3, 76
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/admin-panel-routing.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 34
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/AdminPanel/admin-panel.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 1, 7, 117
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/Core/menu/menu-items/menu-items.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 449, 0, 0, 9, 10, 468
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/Global/AboutInfo/AboutInfo.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/Global/AboutInfo/AboutInfo.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/Global/AboutInfo/AboutInfo.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 18
"/Users/cihancakir/Desktop/Editor/API/wwwroot/images/embryo-angular/src/app/Global/AddToCardButton/AddToCardButton.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 5
